Starting_Point_1,Starting_Point_2,Function_Value,Search_Direction_1,Search_Direction_2,Step_Length,Number_of_Objective_Evaluations
-1.5,1,226.76847120337,0.949310105443621,0.314341094517755,1.6003503109638,5
0.0192287224477783,1.50305586836019,0.633651472324559,0.41721715331204,-0.908806825998901,1.25691666517047,12
0.543635915440667,0.360761423341489,0.179534514060436,0.73994911555437,-0.672662847487733,0.0447150245624405,18
0.576722758317636,0.330683287593833,0.164991830847306,0.742330064890764,0.670034383266467,0.0471638076765516,25
0.611733870730666,0.36228466038289,0.111103401350883,0.61716473824282,0.786833963342757,0.16719356557546,33
0.714919843864929,0.493838236230036,0.0514945757858631,0.537309326421898,0.84338525463755,0.190051311895007,38
0.817036186244833,0.654124710306807,0.0197210291472447,0.439838621958971,0.89807682668758,0.117862195106369,46
0.868876531721478,0.759974016474367,0.0143683429896237,0.637746589031875,0.770246251648269,0.0201267363447781,52
0.881712289173704,0.775476559701845,0.0140026231263838,-0.0243413031539062,0.999703706585491,0.00183419194267134,59
0.881667642551585,0.777310208185523,0.0139026436376292,0.851117784027619,0.524974778167404,0.00101906045684433,69
0.882534983029404,0.777845189222794,0.0134752738960096,0.327738965751659,0.944768315688049,0.00563789625988879,77
0.884382741318635,0.783171694976273,0.0103372357972179,0.538919809766277,0.842357073123672,0.0393828084438854,83
0.905606916953276,0.816346082228455,0.00243210253408845,0.44762171876706,0.894223012949243,0.197246109836117,88
0.993898559658235,0.992728092858625,9.47804774878683e-05,0.506494375136176,0.862243264952191,0.0294605927477526,94
1.00882018417315,1.01813029053687,8.19266340546163e-05,0.943162487112668,0.332331946859531,0.00022780126150676,102
1.00903503777752,1.01820599617361,8.18221033742716e-05,0.430185132653982,-0.902740689037265,1.82516585930116e-05,111
1.00904288936969,1.01818951965875,7.4958406679568e-05,-0.387455054174759,-0.921888594676404,0.00179403211275812,118
1.00834778256025,1.01653562191552,5.08764882079226e-06,-0.445798976650986,-0.895133103184623,0.0181994147310921,124
1.00023450209748,1.00024472333113,1.95321167668067e-07,-0.511912042344414,-0.859037869306569,0.00128291682406032,134
0.999577761525922,0.999142649196093,1.83510907445199e-07,-0.998565909465812,-0.0535361975929961,5.58651139997298e-06,145
0.999572183026085,0.999142350115515,1.83227442842097e-07,-0.156652653182353,0.9876537582832,1.29419302327963e-06,158
0.999571980287314,0.999143628330118,1.38554839136713e-07,0.416877842162312,0.908962521072291,0.000245218010142926,166
0.999674206242242,0.99936652231083,1.65129261416822e-09,0.454848688440195,0.890568734362618,0.000750851497186332,175
1.00001573006095,1.00003520717837,4.12982118228118e-10,0.63640678761703,0.771353615843585,6.96128239142859e-06,186
1.00002016026832,1.00004057678872,4.09911798905455e-10,0.892679455510258,-0.450692122972999,7.82991895030063e-08,199
1.00002023016439,1.00004054149989,4.06737294329856e-10,-0.238468574080357,-0.971150214527125,3.60103374941302e-07,210
1.00002014429105,1.00004019178542,9.84169569926381e-11,-0.438367307083179,-0.898795919038711,3.57805429167297e-05,219
1.00000445927081,1.00000803237946,1.20217895099977e-12,-0.476243674310106,-0.8793133472657,1.12930724310259e-05,231
0.999999081016501,0.999998102230145,9.15893788170294e-13,-0.889995228442693,-0.455969838201211,4.0320533057175e-08,243
